,i_i_glide_lignum,i_global_index,r_i_docking_score,s_smiles,s_neutral_smiles,r_moleculeone_score
112627,628,112,-6.74177,[NH3+][C@H](CO)c1ccc(N2CCCC2)cc1,N[C@H](CO)c1ccc(N2CCCC2)cc1,2.87826871871948
34667,668,34,-6.733639999999999,CN(C)c1ccc([C@H]([NH3+])CO)cc1,CN(C)c1ccc([C@@H](N)CO)cc1,2.77441692352295
108615,616,108,-6.72368,Cc1cc(N[C@H](C)c2ccc3c(c2)=[NH+]C(=O)[NH+]=3)nc(C)n1,Cc1cc(N[C@H](C)c2ccc3c(c2)=NC(=O)N=3)nc(C)n1,10.0
135540,541,135,-6.70184,C[C@H]([NH3+])c1ccc(N2CCn3cc[nH+]c3C2)cc1O,C[C@@H](N)c1ccc(N2CCn3ccnc3C2)cc1O,2.98680734634399
223361,363,223,-6.700019999999999,O=C1[NH+]=c2ccc(C(=O)NCc3ccc(-c4ccccc4)cc3)cc2=[NH+]C1=O,O=C1N=c2ccc(C(=O)NCc3ccc(-c4ccccc4)cc3)cc2=NC1=O,4.15377759933472
99315,316,99,-6.69083,C[C@H]1CCCN(C(=O)N2CCC[C@H](C[NH3+])C2)C1,C[C@H]1CCCN(C(=O)N2CCC[C@H](CN)C2)C1,3.22537088394165
222534,536,222,-6.68019,[NH3+]Cc1ccc(C(=O)N2CCCC2)cc1,NCc1ccc(C(=O)N2CCCC2)cc1,1.25822269916534
148411,412,148,-6.67665,NC(=O)[C@H]([NH3+])Cc1ccccc1,NC(=O)[C@@H](N)Cc1ccccc1,1.15579807758331
217151,153,217,-6.67327,CC[C@@H]([NH3+])c1ccn(Cc2ccc(C#N)cc2)c1,CC[C@H](N)c1ccn(Cc2ccc(C#N)cc2)c1,3.40186214447021
125056,57,125,-6.66573,[NH3+]C[C@@]1([C@@H](O)c2cnn(-c3ccccc3)c2)CCOC1,NC[C@@]1([C@@H](O)c2cnn(-c3ccccc3)c2)CCOC1,4.62466430664062
163345,347,163,-6.65562,CCC(C)(C)c1ccc([C@H](N)C[NH3+])cc1,CCC(C)(C)c1ccc([C@H](N)CN)cc1,3.44602346420288
154189,190,154,-6.6551100000000005,Cc1cc2ncn([C@H]3CC[C@@]([NH3+])(CO)C3)c2cc1C,Cc1cc2ncn([C@H]3CC[C@@](N)(CO)C3)c2cc1C,4.29998779296875
31746,747,31,-6.65303,O=C(CC12CC3CC(CC(C3)C1)C2)NC[C@H]1CCC[NH2+]1,O=C(CC12CC3CC(CC(C3)C1)C2)NC[C@H]1CCCN1,2.06863975524902
2927,928,2,-6.65291,C[C@H]([NH3+])c1ccn(CCCc2ccccc2)c1,C[C@@H](N)c1ccn(CCCc2ccccc2)c1,2.89617538452148
124094,95,124,-6.6523,[NH3+]C1(CC(=O)N2CCN3C(=O)NC[C@H]3C2)CCC1,NC1(CC(=O)N2CCN3C(=O)NC[C@H]3C2)CCC1,4.64579010009766
62344,345,62,-6.65128,N#Cc1ccc(N[C@@H]2CC[C@@H]([NH3+])C2)cc1,N#Cc1ccc(N[C@@H]2CC[C@H](N)C2)cc1,2.97822570800781
215256,258,215,-6.647189999999999,Cc1ccc2nc(N)n(CC[NH+](C)C(C)C)c2c1,Cc1ccc2nc(N)n(CCN(C)C(C)C)c2c1,3.12136745452881
734,735,0,-6.645739999999999,C[C@H]1CCCC[NH+]1C[C@@H]1CCC(C)(C)[C@@H]1[NH3+],C[C@H]1CCCCN1C[C@@H]1CCC(C)(C)[C@H]1N,3.91774082183838
143334,335,143,-6.6419,CCc1nccn1-c1ccc(C[NH3+])cc1,CCc1nccn1-c1ccc(CN)cc1,1.76425433158875
217003,5,217,-6.620260000000001,C[C@H]1C[C@@H]([NH3+])CN(C(=O)[C@@H]2CCCS2)C1,C[C@H]1C[C@H](N)CN(C(=O)[C@@H]2CCCS2)C1,6.002516746521
130199,200,130,-6.6184899999999995,COc1ccc(N[C@@H]2CC[C@@H]([NH3+])C2)cc1OC(F)F,COc1ccc(N[C@@H]2CC[C@H](N)C2)cc1OC(F)F,3.64022350311279
223113,115,223,-6.612260000000001,C[NH2+][C@@H](C)c1ccc(Sc2cccc(F)c2)c(F)c1,CN[C@@H](C)c1ccc(Sc2cccc(F)c2)c(F)c1,2.92463159561157
31986,987,31,-6.60958,[NH3+][C@H]1CCC[C@@H]1CNC(=O)CC12CC3CC(CC(C3)C1)C2,N[C@H]1CCC[C@@H]1CNC(=O)CC12CC3CC(CC(C3)C1)C2,3.82593297958374
21493,494,21,-6.60568,[NH3+]Cc1ccc(Oc2cccc(F)c2)cc1,NCc1ccc(Oc2cccc(F)c2)cc1,1.48462891578674
112428,429,112,-6.59554,C[C@@H](C[NH3+])[C@H](O)c1ccc2ncccc2c1,C[C@@H](CN)[C@H](O)c1ccc2ncccc2c1,2.95499610900879
212072,74,212,-6.5879199999999996,C1=C[C@@H]2[C@H](c3cn(-c4ccccc4)nc31)[C@H]1C3[C@H]4C=CC(C=C[C@@H]34)[C@H]12,C1=C[C@@H]2[C@H](c3cn(-c4ccccc4)nc31)[C@H]1C3[C@H]4C=CC(C=C[C@@H]34)[C@H]12,2.40247488021851
172142,144,172,-6.583010000000001,Cc1cscc1C(=O)N1CCC[C@H](C[NH3+])C1,Cc1cscc1C(=O)N1CCC[C@H](CN)C1,10.0
233490,492,233,-6.58224,C[C@H]([NH3+])CCc1ccc(F)c(F)c1,C[C@@H](N)CCc1ccc(F)c(F)c1,2.71066546440125
1822,823,1,-6.5803899999999995,CC1CCN(c2ccc(C[NH2+]C3CC3)cc2F)CC1,CC1CCN(c2ccc(CNC3CC3)cc2F)CC1,2.89280080795288
25536,537,25,-6.574269999999999,CCN(c1ccc(C[NH2+]C)cc1F)C(C)C,CCN(c1ccc(CNC)cc1F)C(C)C,3.07287502288818
197514,516,197,-6.57141,CC[C@H]([NH3+])c1ccc([C@H]2CCc3cccnc32)cc1,CC[C@@H](N)c1ccc([C@H]2CCc3cccnc32)cc1,3.72057247161865
10107,108,10,-6.569369999999999,CC(C)(C)[NH2+]Cc1cc2ccccc2nc1O,CC(C)(C)NCc1cc2ccccc2nc1O,2.21329092979431
228916,918,228,-6.56394,C[NH2+][C@@H](C[NH3+])c1ccc(F)c(Br)c1,CN[C@@H](CN)c1ccc(F)c(Br)c1,3.53396201133728
184530,532,184,-6.557860000000001,CCN(CCOC)c1ccc(C[NH3+])cc1,CCN(CCOC)c1ccc(CN)cc1,2.921950340271
1124,125,1,-6.557639999999999,[NH3+]C1CC(c2ccccc2F)C1,NC1CC(c2ccccc2F)C1,1.93717622756958
133661,662,133,-6.55279,C[C@H]([NH+]1CC[C@@H](C)[C@@H]([NH3+])C1)C1(C)CC1,C[C@@H]1CCN([C@H](C)C2(C)CC2)C[C@H]1N,3.92257165908813
102564,565,102,-6.5434,O=C1C[C@@H](O)[N+]2=CCNC2=N1,O=C1C[C@@H](O)[N+]2=CCNC2=N1,10.0
159955,957,159,-6.5422400000000005,C[C@H]([NH3+])[C@H](O)c1cccc(F)c1,C[C@@H](N)[C@H](O)c1cccc(F)c1,3.1285138130188
203771,773,203,-6.54062,[NH3+]CC[NH+]1CCC(CO)CC1,NCCN1CCC(CO)CC1,1.29270613193512
5925,926,5,-6.5386,C[C@@H]1CCC[C@@](C[NH3+])([C@H](O)c2ccc3ccccc3c2)C1,C[C@@H]1CCC[C@@](CN)([C@H](O)c2ccc3ccccc3c2)C1,4.31997632980347
138488,489,138,-6.53831,C[C@H]([NH3+])c1ccn(Cc2c(F)cccc2Cl)c1,C[C@@H](N)c1ccn(Cc2c(F)cccc2Cl)c1,2.9022068977356
26935,936,26,-6.53823,[NH3+]CC[NH+]1CCC2(CCC(CS)CC2)C1,NCCN1CCC2(CCC(CS)CC2)C1,4.64522933959961
101259,260,101,-6.53247,[NH3+][C@H]1CCc2ccc(F)cc2C1,N[C@H]1CCc2ccc(F)cc2C1,2.7016065120697
187037,39,187,-6.52612,C[C@H]1CN(C(=O)NC23CC4CC(CC(C4)C2)C3)CC[C@@H]1[NH3+],C[C@H]1CN(C(=O)NC23CC4CC(CC(C4)C2)C3)CC[C@H]1N,3.79062938690186
199136,138,199,-6.5197,C[C@@H]([NH3+])C[NH2+]C1C(C)(C)C1(C)C,C[C@H](N)CNC1C(C)(C)C1(C)C,3.68386363983154
98380,381,98,-6.51736,C[C@H]1C[C@H]([NH3+])C[NH+](C2CCCCCCC2)C1,C[C@H]1C[C@@H](N)CN(C2CCCCCCC2)C1,2.84867596626282
111673,674,111,-6.516780000000001,CCC[C@H]([NH3+])c1ccn(Cc2ccc(C#N)cc2F)c1,CCC[C@@H](N)c1ccn(Cc2ccc(C#N)cc2F)c1,3.40774750709534
179886,888,179,-6.51618,CCC(=O)c1ccc(N2CC[NH2+]CC2)c(F)c1,CCC(=O)c1ccc(N2CCNCC2)c(F)c1,2.39678144454956
137196,197,137,-6.5078,COc1ccc(F)c(N2CCC[C@H]([NH3+])C2=O)c1,COc1ccc(F)c(N2CCC[C@@H](N)C2=O)c1,2.98807334899902
186386,388,186,-6.5075199999999995,O=C1N(Cc2cc(F)ccc2F)C[C@@H]2C[NH2+]CCN12,O=C1N(Cc2cc(F)ccc2F)C[C@@H]2CNCCN12,4.05001258850098
239678,680,239,-6.50544,C[C@H]1CCN(c2ccc([C@@H](C)[NH3+])c(O)c2)C1,C[C@H]1CCN(c2ccc([C@@H](C)N)c(O)c2)C1,3.07402229309082
247967,969,247,-6.501869999999999,C[NH2+][C@@H](C)c1ccc(N2CCCOCC2)cc1O,CN[C@@H](C)c1ccc(N2CCCOCC2)cc1O,3.01464509963989
160207,209,160,-6.497669999999999,[NH3+]Cc1ccc(-n2ccc(C3CC3)n2)cc1,NCc1ccc(-n2ccc(C3CC3)n2)cc1,2.08762788772583
58594,595,58,-6.49766,C[C@H]1C/C(=C2/CCC[C@H]([NH3+])C2)CC[C@H]1C,C[C@H]1C/C(=C2/CCC[C@@H](N)C2)CC[C@H]1C,4.57675695419312
36937,938,36,-6.49673,[NH3+][C@@H]1CCN(c2ccc3c(c2)OCCO3)C1,N[C@@H]1CCN(c2ccc3c(c2)OCCO3)C1,2.15541243553162
424,425,0,-6.49259,CCOc1ccc2cc(C(=O)NCc3ccccc3)c(=[NH2+])oc2c1,CCOc1ccc2cc(C(=O)NCc3ccccc3)c(=N)oc2c1,10.0
118952,953,118,-6.49055,C[C@H]1C[C@]1([NH3+])c1cccc(F)c1,C[C@H]1C[C@]1(N)c1cccc(F)c1,3.59743881225586
143761,762,143,-6.4897800000000005,CC[C@@H](CC[NH3+])CNC(=O)Nc1ccc(C(F)(F)F)cc1,CC[C@@H](CCN)CNC(=O)Nc1ccc(C(F)(F)F)cc1,4.19260454177856
248674,676,248,-6.4836800000000006,C[C@@H]1CN(C(=O)c2c(F)cc(F)cc2F)CC[C@@H]1[NH3+],C[C@@H]1CN(C(=O)c2c(F)cc(F)cc2F)CC[C@H]1N,2.93433284759521
4854,855,4,-6.47933,[NH3+][C@@H]1CCC[C@@H](n2cc(C(F)(F)F)cn2)C1,N[C@@H]1CCC[C@@H](n2cc(C(F)(F)F)cn2)C1,3.02445435523987
229628,630,229,-6.47698,CC[C@@H](CC[NH3+])n1cc[nH+]c1,CC[C@@H](CCN)n1ccnc1,3.25817394256592
30701,702,30,-6.47585,C[NH2+]Cc1ccc(-n2ccnc2)cc1,CNCc1ccc(-n2ccnc2)cc1,1.30332064628601
236053,55,236,-6.47569,O=C1[NH+]=c2ccc(/N=C/c3cc([N+](=O)[O-])ccc3Cl)cc2=[NH+]1,O=C1N=c2ccc(/N=C/c3cc([N+](=O)[O-])ccc3Cl)cc2=N1,10.0
184973,975,184,-6.475280000000001,[NH3+][C@H]1CCC[C@H](Nc2ccc(Sc3ncn[nH]3)cc2)C1,N[C@H]1CCC[C@H](Nc2ccc(Sc3ncn[nH]3)cc2)C1,4.01399612426758
9791,792,9,-6.47483,CC[NH2+][C@H]1CC[C@@H]([NH+]2CCCC2(C)C)C1,CCN[C@H]1CC[C@H](N2CCCC2(C)C)C1,3.05093431472778
238379,381,238,-6.47473,CC[C@H]1c2cccn2CCN1C(=O)N1CC[NH+](C)CC1,CC[C@H]1c2cccn2CCN1C(=O)N1CCN(C)CC1,3.09396028518677
73845,846,73,-6.47438,Fc1cc(Cl)cnc1N1CC[C@@H]([N+]2=CCCC2)C1,Fc1cc(Cl)cnc1N1CC[C@@H]([N+]2=CCCC2)C1,10.0
52836,837,52,-6.474019999999999,CCN(CC(C)(C)C[NH3+])c1cc[nH+]cc1C,CCN(CC(C)(C)CN)c1ccncc1C,3.4872453212738
87849,850,87,-6.47317,Cc1ccc2c(c1)nc(C[NH3+])n2C,Cc1ccc2c(c1)nc(CN)n2C,1.77909660339355
225015,17,225,-6.4728900000000005,C[C@H]1CCN(C(=O)[C@H]2C=C[C@@H]([NH3+])C2)[C@H]2CCCC[C@H]12,C[C@H]1CCN(C(=O)[C@H]2C=C[C@H](N)C2)[C@H]2CCCC[C@H]12,4.48035955429077
36726,727,36,-6.47162,Cc1cccc(Oc2ccc(C[NH3+])cc2)c1,Cc1cccc(Oc2ccc(CN)cc2)c1,2.59678602218628
134472,473,134,-6.47089,Cc1ccccc1CS[C@@H]1CC[C@@]([NH3+])(C(N)=O)C1,Cc1ccccc1CS[C@@H]1CC[C@@](N)(C(N)=O)C1,4.44358921051025
83490,491,83,-6.46922,CC[NH2+]Cc1ccc(S(=O)(=O)N2CC[C@@H](C)C2)c(F)c1,CCNCc1ccc(S(=O)(=O)N2CC[C@@H](C)C2)c(F)c1,3.64456462860107
65559,560,65,-6.4675199999999995,Cc1cc(O)oc2cc(=[NH+]C(=O)[C@H](C)[NH3+])ccc1-2,Cc1cc(O)oc2cc(=NC(=O)[C@H](C)N)ccc1-2,10.0
73539,540,73,-6.45858,[NH3+][C@@H]1CCCC[C@H](Cc2ccc(O)cc2)C1,N[C@@H]1CCCC[C@H](Cc2ccc(O)cc2)C1,3.62336659431458
143544,545,143,-6.45437,Cc1ccc2nc([C@@H](C)[NH3+])[nH]c2c1,Cc1ccc2nc([C@@H](C)N)[nH]c2c1,2.1020941734314
188743,745,188,-6.4538400000000005,CC1(C)CCC[NH+]1[C@H]1CCC[C@H]([NH3+])C1,CC1(C)CCCN1[C@H]1CCC[C@@H](N)C1,3.04743146896362
146015,16,146,-6.45337,CN1CCN(C(=O)[C@H]2CC[NH2+]C2)C(C)(C)C1=O,CN1CCN(C(=O)[C@H]2CCNC2)C(C)(C)C1=O,3.17350387573242
134140,141,134,-6.452319999999999,[NH2+]=C(C1CC1)N1CC[NH+]2CCCC[C@H]2C1,N=C(C1CC1)N1CCN2CCCC[C@H]2C1,2.72654104232788
92305,306,92,-6.4505099999999995,N#Cc1nccn1-c1ccc(C[NH3+])cc1F,N#Cc1nccn1-c1ccc(CN)cc1F,3.02429151535034
14928,929,14,-6.4484900000000005,NC(=[NH2+])S[C@@H]1CCOC2(CCOCC2)C1,N=C(N)S[C@@H]1CCOC2(CCOCC2)C1,10.0
83999,1000,83,-6.4471099999999995,[NH3+][C@@H]1CC[C@H]([NH2+]CCc2cc(F)cc(F)c2)C1,N[C@@H]1CC[C@@H](NCCc2cc(F)cc(F)c2)C1,3.80001950263977
244772,774,244,-6.443980000000001,COc1cc(NC(=O)C[NH+](C)C2CC2)c(OC)cc1Cl,COc1cc(NC(=O)CN(C)C2CC2)c(OC)cc1Cl,2.25371837615967
73527,528,73,-6.43883,Cc1ccc(C#N)cc1-n1c(=S)[nH]c2cnccc21,Cc1ccc(C#N)cc1-n1c(=S)[nH]c2cnccc21,10.0
192069,71,192,-6.43802,[NH3+]C[C@@H](CC(=O)N1CCCC1)[NH2+]C1CCCC1,NC[C@@H](CC(=O)N1CCCC1)NC1CCCC1,3.76536321640015
81982,983,81,-6.4370400000000005,CC(C)[C@H]1CCCN(C(=O)[C@H]2C=C[C@@H]([NH3+])C2)CC1,CC(C)[C@H]1CCCN(C(=O)[C@H]2C=C[C@H](N)C2)CC1,3.93344306945801
151222,223,151,-6.43555,[NH3+]CC1CCC(C(=O)N(CC2CC2)C2CC2)CC1,NCC1CCC(C(=O)N(CC2CC2)C2CC2)CC1,2.41002368927002
20617,618,20,-6.4339900000000005,CCOc1cccc([C@@H](C)C[C@H](C)[NH3+])c1,CCOc1cccc([C@@H](C)C[C@H](C)N)c1,2.94426226615906
